product_title,product_description,product_price,product_rating,seller_name,main_image_url
JBL T520BTPUR Tune 520BT Wireless On Ear Headphones - Purple,"Wireless Bluetooth 5.3 Technology
Customize Your Listening Experience
Multi-point Connections
Up to 57H Battery Life",39.95,,Electronic Express,https://c1.neweggimages.com/productimage/nb1280/A1CZS2403210UWLW9CF.jpg
"Poly Voyager 4310 Microsoft Teams Certified USB-C Headset +BT700 dongle - Google Assistant, Siri - Stereo - USB Type A - Wired/Wireless - Bluetooth - 164 ft - 20 Hz - 20 kHz - On-ear - Binaural - Ear-","Google Assistant, Siri
Stereo
USB Type A
Wired/Wireless
Bluetooth
164 ft
20 Hz
20 kHz
On-ear
Binaural
Ear-cup
4.92 ft Cable
Electret Condenser, MEMS Technology Microphone
Noise Canceling^",118.00,,Neworld,https://c1.neweggimages.com/productimage/nb1280/A0ZXD23112916NS8T36.jpg
Shokz OpenRun Bone Conduction Open-Ear Endurance Headpho,Condition: New,84.45,,Raasta Deals,https://c1.neweggimages.com/productimage/nb1280/V2CAD2205250PC0U1D7.jpg
OEM UrbanX 2019 Stereo Headphones for Samsung Galaxy S10 S10e Plus Braided Cable with Microphone and Volume Buttons (Black),"**Comes with 3.5mm connector**. Earbuds style designed for easy ear fit and AMAZING sound quality
Inline microphone keeps you connected to all your conversations while on the go
Headphones don't need batteries and are plug and play, no complicated setups. Braided cable ensures durability and less prone to tangle
UrbanX Certification comes with free 90 day warranty on all UrbanX products. If you have any issue with your purchase please let us know and we'll get it resolved for you without needing to open a return
Supports all versions with 3.5MM connector.",15.79,,URBANX EXTREME,https://c1.neweggimages.com/productimage/nb1280/BCEXS2207050QRUZH25.jpg
400mAh Replacement Battery Intended for Beats by Dr. Dre Solo 3 Solo3 Wireless Headphones AEC353535,400mAh Replacement Battery Intended for Beats by Dr. Dre Solo 3 Solo3 Wireless Headphones AEC353535.,9.95,,MPF Products,https://c1.neweggimages.com/productimage/nb1280/A32W_131830575954943305PkVHeEkKKH.jpg
"Cooling Gel Earpads Cushions Replacement for Logitech G Pro, G Pro X, G Prox 2 Headphones, Ear Pads with Noise Isolation Foam, Added Thickness","About this item
Compatibility: Fit perfectly on G Pro, G Pro X, G Pro X 2 Headphones! Please confirm your headset model before purchase.
Keep your ears cool during hot summer days with our earpads! We've added soft cooling-gel under the top layer of breathable Ice Silk fabric to absorb sweat and keep you comfortable during long listening sessions.
Experience enhanced sound quality with our precisely modeled earpads! Don't let old, worn-out earpads negatively affect your headphones' performance - our earpads will not only restore the original sound but also make them look brand new.
Installation is a breeze with our earpads and included installation guide! Our flawless installation process ensures that you can enjoy your upgraded headphones in no time.",18.99,,Happiness store,https://c1.neweggimages.com/productimage/nb1280/AG7MS2309190NTBSTCC.jpg
"LORELEI X6 Over-Ear Headphones with Microphone, Lightweight Foldable & Portable Stereo Bass Headphones with 1.45M No-Tangle,Wired Headphones for Smartphone Tablet MP3 / 4 (Purple-Black)","Immerse yourself into the beatThese headphones with microphone adopt High-definition 40mm driver and compact earcups design, which deliver exceptionally clear sound with full dynamic range and rich bass and crisp mids. Effortless style and powerful sound let you tune into your own rhythms with the set of on-ear headphones.
Designed for maximum comfortUltra-soft ear cushions and padded headband provide you a fatigue-free listening experience even wearing these on-ear headphones during a long session. Adjustable slider helps you achieve the perfect fit without constraint. You can easily use these stereo headphones for your workouts, job commute or just for listening at home.
Durable and folding designThese headphones with microphone in bright colors are built meticulously with strong and sturdy plastic for long-lasting resilience and durability. Premium 1.5m nylon braiding cord doesnt tangle or kink, suitable for adults and kids . Lightweight and foldable des",42.30,,yanxiangmao,https://c1.neweggimages.com/productimage/nb1280/BN6JD2411280RXLKV25.jpg
Philips A4216 Wireless On-ear Sports headphones,"Go further. 35 hours play time
For sports or on the go. Washable ear-cup cushions
IP55 dust/water protection
Your tunes stay yours. Closed-back design
Easy storage. Compact-folding design",69.99,,Newegg,https://c1.neweggimages.com/productimage/nb1280/26-138-399-02.jpg
"Soundcore Sport X20 by Anker, True-Wireless Workout Earbuds, Rotatable and Extendable Ear Hooks, Noise Cancelling, Deep Bass, IP68 Waterproof, Sweatproof, Dustproof, 48H Play, Sport Earbuds for Gym","Get More Focus: Sport X20 workout earbuds deliver powerful noise cancelling, turning loud gyms into peaceful areas. Block out distracting soundsfrom clanging weights to loud grunts. Manual adjustment and adaptive ANC keep you focused on your fitness goals.
Pump Up Your Bass: Experience the pulse-pounding thrill of soundcore's BassUp technology, fueled by powerful 11mm dynamic drivers. Elevate your audio adventure to take your motivation to a new level.
Everything-Proof Design: The sport earbuds' unique cavity design and soundcore exclusive SweatGuard technology create a submarine-inspired seal that protects the internal components against damage from water, sweat, and dust. Move without fear.",79.99,5.0,Anker Official Store,https://c1.neweggimages.com/productimage/nb1280/ACCUS2409050GBBUJ98.jpg
12 Pack Earbuds Headphones Ear Earphones Buds Wired Kids Phones Phone Classroom School Plug Set audifonos Player Headset Computer Small Bud Jack Class Tablet Laptop Wire Best Travel,kolodosa 12 Pack Earbuds Headphones Ear Earphones Buds Wired Kids Phones Phone Classroom School Plug Set audifonos Player Headset Computer Small Bud Jack Class Tablet Laptop Wire Best Travel,16.12,,Longwwin,https://c1.neweggimages.com/productimage/nb1280/AU6SD230829072U6RFE.jpg
USB C to USB Adapter [2 Pack] USB Type C Male to USB 3.0 Female OTG Cable Thunderbolt3 to USB Adapter Compatible with MacBook Pro/Air 2019 2018 2017 Samsung Galaxy S23 S23+ Ultra Note 10 S9 S8,USB C to USB Adapter [2 Pack] JSAUX USB Type C Male to USB 3.0 Female OTG Cable Thunderbolt3 to USB Adapter Compatible with MacBook Pro/Air 2019 2018 2017 Samsung Galaxy S23 S23+ Ultra Note 10 S9 S8,17.98,,Longwwin,https://c1.neweggimages.com/productimage/nb1280/AU6SD23092602VOTR68.jpg
Blutooth Wireless Headphone Audio Stereo Cordless Headset Auriculares Bluetooth Earphone For Computer Head Phone PC With Mic,Good Quality,32.68,,Hetai,https://c1.neweggimages.com/productimage/nb1280/ARFAD200827CKF79.jpg
Koss KSC75 Portable Stereophone Headphones Standard Packaging,"Product Packaging:Standard Packaging
EAN:0689076490337",22.67,,Technology Galaxy,https://c1.neweggimages.com/productimage/nb1280/V2CA_1_20190218803902326.jpg
"Boytone BT-10RD Wired Over Ear Headphones Studio Monitor & Mixing DJ Stereo Headsets with 50mm Drivers and 1/4 to 3.5mm Audio Jack for Audio Mixer Computer, Phone, Guitar, Laptop, Amplifier, TV","BASS: Outstanding Stereo Sound: Over-Ear Headphones provide you supreme HIFI sound and the greatest music experience. Neodymium magnets and a 50-millimeter speaker driver reproduces deep bass response and brings the action to life with higher accuracy and wider range. The bass rumbles without getting muddy
SOFT CUSHION: The soft padded ear cushions are designed for monitor headphones comfort and noise isolation. The headband is adjustable and stretchable for you to find the desired angle you like to fit in The adjustable and stretchable headband of the DJ headset can accommodate even the largest head. You will feel premium comfort even after a long time of wearing
Detachable Cables: DJ style coiled cord (9.8Ft Stretched) easily reaches from the TV or stereo to your sit. A standard-sized 6.35mm plug and a 3.5mm plug are included. They both are completely detachable; you can plug in the mixer you want to use
ADJUSTEBEL HEAD SET: 90° swiveling ear cups for single-ear monitoring",,,CostTag,https://c1.neweggimages.com/productimage/nb1280/A9RES2202200YG4ST3D.jpg
Apple AirPods Max - Green,"Apple-designed dynamic driver provides high-fidelity audio?, Active Noise Cancellation blocks outside noise, so you can immerse yourself in music?. Transparency mode for hearing and interacting with the world around you?, Spatial audio with dynamic head tracking provides theater-like sound that surrounds you?. Computational audio combines custom acoustic design with the Apple H1 chip and software for breakthrough listening experiences? , Designed with a knit-mesh canopy and memory foam ear cushions for an exceptional fit?. Magical experience with effortless setup, on-head detection, and seamless switching between devices?, Easily share audio between two sets of AirPods on your iPhone, iPad, iPod touch, or Apple TV?. 20 hours of listening, movie watching, or talk time with Active Noise Cancellation and spatial audio enabled?, Store in ultra low-power mode with the slim Smart Case?",490.49,,6Ave,https://c1.neweggimages.com/productimage/nb1280/B5FKD23032409MIQJD3.jpg
SaharaCase Venture Series Silicone Case for JBL Live Beam 3 Earbuds Scorpion Black (HP00148),"Sold as 1 Each.
Designed for use with JBL Live Beam 3 earbuds - Boasts a formfitting and lightweight design, ensuring a snug and comfortable fit for your JBL Live Beam 3 true wireless earbuds.
Closed ergonomic design - Helps shield your headphones from dust, scratches, and other elements, keeping them in excellent condition.
Triple silicone material composition - Offers enhanced durability and resilience, providing excellent shock absorption and reducing the risk of damage from accidental drops or impacts.
Carabiner clip - Allows you to easily hook the case onto your belt, bag, or purse.",34.03,,MyOfficeInnovations,https://c1.neweggimages.com/productimage/nb1280/V0B6D24110114GTL693.jpg
Audio Technica ATH-G1 Wired Gaming Headset Black with an Additional 2 Year Coverage by Epic Protect (2020),"High max Input capacity (1,300 mW) ensures a lively, full-force gaming experience
Large-diameter 45 mm drivers are specially tuned to bring audio-technical studio-quality sound to the gaming world
2.0 M (6.6') attached cable with gold-plated stereo mini-plug includes a simple volume control and locking microphone mute switch for one-hand operation
State-of-the-art, flexible (and detachable) boom microphone, with highly directional pickup, provides crystal-clear in-game voice communication
2 Year Extended Epic Protect Warranty in Addition to the Included Full Manufacturer Warranty. Intended for Residential Use Only",169.00,,Walts TV,https://c1.neweggimages.com/productimage/nb1280/A3YFD23110112A40X71.jpg
Audio-Technica ATH-M50x Professional Studio Monitor Headphones,"Weight: 10 oz
Sensitivity: 99 dB
Impedance: 38ohms
Magnet: Neodymium
Driver Diameter: 45 mm
Type: Closed-back dynamic
Frequency Response: 15 - 28,000 Hz
Maximum Input Power: 1,600 mW at 1 kHz",149.00,4.1,Kellards,https://c1.neweggimages.com/productimage/nb1280/A544_1_20190423911868284.jpg
"Poly Voyager 4300 UC 4320-M Headset - Google Assistant, Siri - Stereo - Wired/Wireless - Bluetooth - 164 ft - 20 Hz - 20 kHz - On-ear, Over-the-head - Binaural - Ear-cup - 4.92 ft Cable - MEMS Technol","Google Assistant, Siri
Stereo
Wired/Wireless
Bluetooth
164 ft
20 Hz
20 kHz
On-ear, Over-the-head
Binaural
Ear-cup
4.92 ft Cable
MEMS Technology, Electret Condenser Microphone
Noise Canceli",122.68,,NothingButSavings,https://c1.neweggimages.com/productimage/nb1280/A24GD2312160ESJNACE.jpg
18 Pairs Silicone Ear Tips Replacement Earbud Tips for in- Ear Headphones Ear Covers (Inner Hole from 3.8mm-5.5mm Earphones) Earbud Replacement Tips Ear Bud Rubber Tips S M L,18 Pairs Silicone Ear Tips Replacement Earbud Tips for in- Ear Headphones Ear Covers (Inner Hole from 3.8mm-5.5mm Earphones) Earbud Replacement Tips Ear Bud Rubber Tips S M L,15.78,,Longwwin,https://c1.neweggimages.com/productimage/nb1280/AU6SD24042508AX0471.jpg
Yealink UH34-LITE-MONO-TEAMS Lite Mono Teams USB wired headset - Black,"Flexible Plug-and-Play Connectivity
Native integration
Excellent Audio performance
Noise-canceling microphone and passive noise cancellation
Ultra Lightweight Design, All Day Wearing Comfort
Active Protection technology safeguards users from acoustic injury
320° bendable boom arm for easy adjustment without breaking",27.99,,TheKeyKey,https://c1.neweggimages.com/productimage/nb1280/A4R8S210529sv4W2.jpg
USB C to 3.5mm Audio Adapter 2-in-1 Splitter with PD Charger Cable Type C to 3.5 mm Aux Jack Headphones Cord and 60W Fast Charging Port Wire (Black),EARLA TEC USB C to 3.5mm Audio Adapter 2-in-1 Splitter with PD Charger Cable Type C to 3.5 mm Aux Jack Headphones Cord and 60W Fast Charging Port Wire (Black),16.69,,Fashion Technology,https://c1.neweggimages.com/productimage/nb1280/AU6SD23082905BOMG1B.jpg
Razer Barracuda X Wireless Multi-Platform Gaming and Mobile Headset- Mercury (Refreshed),"It boasts a dual wireless 250g ergonomic design for all-day comfort both indoors and outdoors.
It is upgraded with Razer SmartSwitch Dual Wireless for seamless toggling between high-speed 2.4GHz and Bluetooth.
You can enjoy true versatility backed by long-lasting comfort, thanks to the powerful drivers, and a crystal-clear mic Razer SmartSwitch.
The headset comes with Razer TriForce 40mm drivers, a detachable Razer HyperClear cardioid mic, and ultra-soft oval design FlowKnit memory foam earpads.
The Razer Barracuda X Wireless Multi-Platform Gaming and Mobile Headset in Mercury White is built for both immersive home gaming and true on-the-go audio.",59.99,,Focus Camera,https://c1.neweggimages.com/productimage/nb1280/A29PD24100819IA4Y11.jpg
isptewhie USB C Male to 3.5mm Female Headphone Jack Adapter 2 Pack Type C to Aux Audio Dongle Cable Cord Compatible with Samsung Galaxy S22 S21 Ultra S20 S10 S9 Plus Note 20 10  etc Black,"Compatible List:
Compatible with Google: Pixel 2/3/4 XL/5
Compatible with Samsung Galaxy: S21,S21+,S21 Ultra,S20, S20 Plus, S20+, S20 Ultra, S20 Z Flip S10/9/8 Plus, Note 10/9/8 plus, A8/80
Compatible with Apple: pad pro, Macbook, Mackbook Air
Compatible with HUAWEI: Mate 30/20/10 pro, P30/20 pro,
Compatible with One Plus: 6T, 7, 7pro
Compatible with Sony: Xperia XZ2
Compatible with Nokia: Nokia 8 Sirocco, Nokia 8/7
You will Get::
2-Pack USB C Male to 3.5mm Headphone Jack Adapter
Features
Built-in DAC Audio Chip
Small and Portable
Enameled copper wire",7.88,,Yi Xin Marketplace,https://c1.neweggimages.com/productimage/nb1280/AP3DS230507076FZPA8.jpg
Morpheus 360 HP5500R Wireless Stereo Bluetooth Headphones (Rose Gold),"Morpheus 360 Wireless Stereo Bluetooth Headphones, Quality Stereo Sound, One-Touch Media Controls, Track Forward/Back, Volume Up/Down, Answer or Make Calls, Built-in Microphone, Foldable Design, USB to Micro Charging Cable.
Play Time Up to 8 hours
Charging time 2-3 hours.
Works as a Wireless Headphone or as a Wired Headphone, perfect to use on Airplanes, PC/MAC or legacy devices with a 3.5mm Jack.",19.99,,Technology Galaxy,https://c1.neweggimages.com/productimage/nb1280/26-073-004-V04.jpg
Sony WFG700N/W INZONE Buds Truly Wireless Noise Canceling Gaming Earbuds (White),"Premium Comfort: Reduced ear contact for increased comfort
Stay Ahead: Active noise canceling and personalized spatial sound helps you stay on top
Long-Lasting Battery: Wireless gaming headset with the industrys longest battery life of up to 12 hours",172.90,1.0,Electronic Palace,https://c1.neweggimages.com/productimage/nb1280/A29PD240314162H0OC7.jpg
"Foldable Bluetooth Headset, Lightweight Retractable Bluetooth Headphones for Sports&Exercise, Noise Cancelling Stereo Neckband Wireless Headset (with carry case)","High-fidelity Stereo Sound Quality
Outstanding Battery Performance
Advanced Bluetooth 4.1+CVC 6.0
Neckband Design
Foldable and Retractable Design",54.99,,Corn Electronics,https://c1.neweggimages.com/productimage/nb1280/A4RES24042908A6WT7B.jpg
AKG K240 Professional Studio Headphones with Knox Gear Headphone Amplifier,"Bundle Includes Headphones and Amplifier
3-meter Cable with convertible jack plug - Connect portable gear
Self-Adjusting headband to aid fit Single-Sided cable for easy use
Over-Ear Design - Padded and envelope the ear / Comfortable Fit for long sessions
Bundle Includes: AKG K 240 Studio Professional Semi-Open Stereo Headphones and Compact 4-Channel Stereo Headphone Amplifier with DC 12V Power Adapter",89.99,,Focus Camera,https://c1.neweggimages.com/productimage/nb1280/A29PD24012315ZER1C2.jpg
Edifier G5BT CAT Low Latency Bluetooth Gaming Headset with Mic (Pink),"Light turn on automatically when magenetical cat ear attracts on headset, light off when removed
Certified Hi-Res sound quality with 40mm driver to get truly immersed in game and music
Specially H+ sound effect and 45ms (±5ms) low latency connection for a seamless gaming experience
Dual environmental noise cancelling microphones for vocal clarity during video and voice calls
Foldable design and onboard control with 8 types of RGB lighting effects
Bluetooth 5.2 and a 3.5 mm audio cable connection for gaming on laptop, smartphones and Nintendo Switch",130.90,,Slava computers,https://c1.neweggimages.com/productimage/nb1280/AEX3S23052916BNZX2F.jpg
JVC HA-FX5-V 3.5mm Connector Inner-Ear Gumy Plus Headphone - Violet,"10Hz-20KHz
3.5mm Connector
3.3 ft. / 1 m Cord Length",14.99,,Green Connection,https://c1.neweggimages.com/productimage/nb1280/26-262-269-02.jpg
"Poly Voyager Focus 2-M Microsoft Teams Certified With Charge Stand Headset - Google Assistant, Siri - Stereo - USB Type C - Wired/Wireless - Bluetooth - 298.6 ft - 20 Hz - 20 kHz - On-ear - Binaural -","Google Assistant, Siri
Stereo
USB Type C
Wired/Wireless
Bluetooth
298.6 ft
20 Hz
20 kHz
On-ear
Binaural
Ear-cup
4.92 ft Cable
Noise Cancelling, Discreet, MEMS Technology Microphone
Black",176.15,,Neworld,https://c1.neweggimages.com/productimage/nb1280/V1DSD24012218P5ZAA6.jpg
Memory Foam Earbud Tips - Premium Noise Isolation Replacement Foam Earphone Tips 20 Pack for in Ear Headphone Earbuds (SF2 Large Black),SONICFOAM Memory Foam Earbud Tips - Premium Noise Isolation Replacement Foam Earphone Tips 20 Pack for in Ear Headphone Earbuds (SF2 Large Black),25.42,,Longwwin,https://c1.neweggimages.com/productimage/nb1280/AU6SD23082906NQEZED.jpg
Bose QuietComfort Wireless Noise Cancelling Over-the-ear Headphones - Blue Dusk,"Legendary Noise Cancellation - Combines noise cancelling headphones technology with passive features so you can shut off the outside world, quiet distractions, and take music beyond the beat
Premium Comfort - Plush earcup cushions softly hug your ears, while a secure and comfortable padded band gently keeps your over ear headphones in place for those extra-long listening sessions
2 Listening Modes - Feature Quiet and Aware Modes that let you toggle between full noise cancelling or full awareness of your surroundings for seamless sound control
High-Fidelity Audio/EQ Control - Supercharge your favorite tracks with high-fidelity audio and Adjustable EQ that puts you in control of the bass, mid-range, and treble for unmatched bold sound
All Day Battery Life - Provide up to 24 hours of battery on a single charge, plus a 15-minute charge gives you up to 2.5 hours of additional play time
Mic Cord Included - Plug the included audio cable to use without a Bluetooth connection",249.00,3.0,Newegg,https://c1.neweggimages.com/productimage/nb1280/26-627-151-01.jpg
Cushion Stereo Headphones w/Vol Cntrl,"20Hz–20KHz
3.5mm Connector
5.92 ft Cord Length",19.99,4.3,Newegg,https://c1.neweggimages.com/productimage/nb1280/0TH-0052-00021-V01.jpg
"Sennheiser ear tips replacement parts; replacement ear tips for Sennheiser earbuds - 6 Pairs, small","6 pairs per size (assortments include 2 pairs of each size)
4.5mm (.18"") connector hole compatible up to 6.4mm diameter (.25"")
Available diameters: 10mm, 12mm, 14mm (see image)",8.95,,The Earbud Store,https://c1.neweggimages.com/productimage/nb1280/AGMJ_1319109001073897812WBao6gAzR.jpg
"soundcore by Anker Space A40 Adaptive Active Noise Cancelling Wireless Earbuds, Reduce Noise by Up to 98%, Ultra Long 50H Playtime, Hi-Res Sound, App Customization, Wireless Charge (Renewed) (Refreshed)","Reduce Noise By Up to 98%: Space A40's advanced noise canceling system blocks out a wider range of distractions for focused listening.
Tailored Noise Cancelling: Automatically adjusts to your surroundings, whether indoors, outdoors, commuting, or flying.
50 Hours of Personal Space: Enjoy 50 hours of playtime, with 10-hour single-charge playtime and fast charging for 4 hours in just 10 minutes.
Highly Detailed Sound: Features double-layer diaphragm drivers for rich bass, clear mids, and bright treble. LDAC mode ensures Hi-Res Audio Wireless sound.
Comfortable Fit: Designed for comfort during extended wear, ensuring a comfortable listening experience.",46.99,3.0,Anker Official Store,https://c1.neweggimages.com/productimage/nb1280/ACCUS2403140WFTWSC7.jpg
Headphone Adapter Lightning to 3.5mm AUX Audio Jack and Charger Extender Dongle Earphone Headset Splitter Compatible with iPhone 12 Mini 11 pro max xs xr x se2 7 8 Plus for Ipad Air Cable Converter,Headphone Adapter Lightning to 3.5mm AUX Audio Jack and Charger Extender Dongle Earphone Headset Splitter Compatible with iPhone 12 Mini 11 pro max xs xr x se2 7 8 Plus for Ipad Air Cable Converter,14.70,,Longwwin,https://c1.neweggimages.com/productimage/nb1280/ASSAD2202070G5P8PE1.jpg
JLab GO Air Sport True Wireless Earbuds | Wireless Workout Earbuds | Graphite/Black | C3 Clear Calling | Secure Earhook Sport Design | 32+ Hour Bluetooth Playtime | 3 EQ Sound Settings,"LONG BATTERY LIFE: GO Air Sport features 8+ hours of playtime in each earbud and 24+ extra hours from the charging case (32+ hours total). Return to the case to recharge the buds, and use the integrated USB cable to charge the case.
SWEATPROOF SPORT FIT: An IP55 sweat resistance holds up against sweat and dirt, so hit the trails, the gym and more. The ergonomic earhook fits even the smallest ears and stay securely and comfortably in place. Try all sizes of the gel tips to get a secure fit and just GO.
DUAL CONNECT: Use either earbud independently or use both together. A built-in MEMS microphone in each bud ensures clear calls.
EQ3 SOUND: With just a few taps via touch sensors, you can choose your sound preference: JLab Signature, Balanced and Bass Boost modes  without an app.
TOUCH CONTROLS: Enjoy volume and track controls, plus play/pause, answering calls and activating your smart assistant with the touch control functions.
INCLUDES: GO Air Sport True Wireless Earbuds, Charging Case",30.00,,JLab,https://c1.neweggimages.com/productimage/nb1280/BND3S23090512VUHM47.jpg
UrbanX iX2 Pro Dynamic Hybrid Dual Driver in Ear Musicians Earphones with Mic Tangle-Free Cable in-Ear Earbuds Headphones for Samsung Galaxy Folder2 - Black,"The Earphone Enables Us To Hear The Subtlety Of The Sound. And The Acoustic Adjustment Makes With The Advantage Of Dd And Ba To Achieve Balanced, Clean And Detailed Sound Quality.
The Earphone Enables Us To Hear The Subtlety Of The Sound. And The Acoustic Adjustment Makes With The Advantage Of Dd And Ba To Achieve Balanced, Clean And Detailed Sound Quality.
The Earphone Enables Us To Hear The Subtlety Of The Sound. And The Acoustic Adjustment Makes With The Advantage Of Dd And Ba To Achieve Balanced, Clean And Detailed Sound Quality.
The Groove Protection Design Protects The Earbuds' Pins From Distortion And Prolongs The Lifetime.
This Durable Wire Makes The Sound Transmit Smoothly And Lossless. The Cord Matches The Color Of The In Ear Monitor, The High Quality Cord Matches The Overall Quality Of The In Ear Headphone.",9.95,,URBANX EXTREME,https://c1.neweggimages.com/productimage/nb1280/BCEXS2302060OD8016B.jpg
KOSS Black QZ-99 3.5mm/ 6.3mm Connector Circumaural Headphone,"40Hz-20KHz
3.5mm/ 6.3mm Connector
Coiled, Single Entry, 8ft Cord Length",55.99,3.9,Newegg,https://c1.neweggimages.com/productimage/nb1280/26-106-370-03.JPG
Maxell 190560 3.5mm L-plug Connector Earbud EB95 Dynamic Earbuds (Black),"20Hz-23KHz
3.5mm L-plug Connector",4.90,3.5,Technology Galaxy,https://c1.neweggimages.com/productimage/nb1280/26-630-112-02.jpg
Sennheiser HD 569 Around-Ear Headphones - Black,"Closed circumaural (around ear) design
Black Color & Matte Finish
Powered by Sennheiser proprietary drivers, featuring a 38mm 23 ohm transducer
Additional 1.2m detachable cable with 3.5mm Jack with in line microphone and remote for call & music control
Frequency Response: 10 -28,000 Hz
Sound Pressure Level: 115dB (1kHz/1Vrms)
Impedance: 23 Ohms",149.95,5.0,Buy Top Tech,https://c1.neweggimages.com/productimage/nb1280/26-106-869-06.jpg
Audio Technica High Fidelity Closed Back Gaming Headset - White,"The ATH-GL3 high-fidelity gaming headset offers a pure sound quality like no other.
Equipped with a flexible, detachable high-fidelity gaming microphone and weighing less than 230 grams, the lightweight headset provides crystal-clear communication and allows gamers to stream comfortably for hours on end.
The wired headset comes with two cables: a 3.0 m (9.8') cable with 3.5 mm (1/8"") mic and headphone plugs for connecting to computers, and a 1.2 m (3.9') cable with a 3.5 mm (1/8"") TRRS plug for connecting to PS5, Xbox Series X, and other gaming consoles.
This wired headset is compatible with PS4, PS5, Xbox One, Xbox Series X, laptops, PCs, and other devices with a standard 3.5 mm TRRS headset connector or with a separate mic input and headphone output.",99.00,,Walts TV,https://c1.neweggimages.com/productimage/nb1280/26-402-290-01.png
"MPF Products 550mAh AHB110520CPS, MH10048-H8 Battery Replacement Compatible with Bose QC35, QC35 II, QC45, QuietComfort 35, QuietComfort 35 II, QuietComfort 45 Wireless Noise Cancelling Headphones","Replacement for the Following Battery Model/Part Numbers: AHB110520CPS, MH10048-H8.
Intended for/Compatible with the Following Headphones Models: Bose QuietComfort 35 (Series I), Bose QuietComfort 35 II, Bose QuietComfort 35 (Series 2), QuietComfort 45, 759944-0010, 759944-0020, 759944-0050, 789564-0010, 789564-0020, 789564-0050, 866724-0100.
3.7V 600mAh 2.2Wh Lithium-Polymer Rechargeable Battery Pack.
Includes Free Installation Tools (Soldering Iron Not Included).
1 Year Replacement Warranty.",10.95,,MPF Products,https://c1.neweggimages.com/productimage/nb1280/A32WS2306201393D05B.jpg
Skullcandy ear gels replacements; memory foam earphone tips for Skullcandy earphones,"6 pairs per size (assortments include 2 pairs of each size)
4.9mm (.19"") connector hole compatible up to 6.4mm diameter (.25"")
Slow rebound memory foam with silicone connection tube
Ear tips are 10.8mm tall (.42"")
Base diameters: Small 10.5mm (.41"")  Medium 12.5mm (.49"") Large 13.5mm (.53"")",9.95,,The Earbud Store,https://c1.neweggimages.com/productimage/nb1280/AGMJ_131910249722157644a5UcIiEf5H.jpg
JBL Black JBLT510BTBLKAM Yes Connector Headphone,Yes Connector,38.99,,Global Mobiles Inc,https://c1.neweggimages.com/productimage/nb1280/V01JD210430PJZC0.jpg
Sony WH-RF400 Wireless Over-Ear Home Theater Headphones (Black),"Lose yourself in a world of quality sound with these home theater wireless headphones. Noise-reducing technology keeps the wireless signal free of interference from other electronic devices, so you can enjoy your favorite film, soundtrack, or game with crystal-clear sound.",104.99,,Venue,https://c1.neweggimages.com/productimage/nb1280/AFP6_1_201904191492412650.jpg
5Pcs USB C to USB Adapter USB A to USB-C Adapter USB 3.0 Hub Type C to USB Adapter USB Hub Splitter Extension OTG Adapter USB C Female to USB Male Adapter Fast Charging for iPhone Samsung PC MacBook,5Pcs USB C to USB Adapter USB A to USB-C Adapter USB 3.0 Hub Type C to USB Adapter USB Hub Splitter Extension OTG Adapter USB C Female to USB Male Adapter Fast Charging for iPhone Samsung PC MacBook,13.11,,Longwwin,https://c1.neweggimages.com/productimage/nb1280/AU6SD23082508K1HT06.jpg
HyperX - Cloud Stinger 2 Core Wired DTS Headphone:X Gaming Headset for PC - Black,"Immersive DTS:X Headphone Spatial Audio
Crisp, Clear In-Game Sound
Improved In-Game Chat Experience
Easy-Access Audio Controls",39.99,,Official HP Store,https://c1.neweggimages.com/productimage/nb1280/B2NFD2302181C66UL39.jpg
SONY Over Ear Best Stereo Extra Bass Portable Headphones Headset (Black),"SONY Over Ear Best Stereo Extra Bass Portable Headphones Portable headset is comfortable around-the-ear design with sophisticated swivel design for portability, perfect for you to enjoy powerful bass everywhere Powerful sony headphone with high-energy neodymium magnets, which delivers high-quality sound, good choice for people to listen to music with the music player Stereo extra bass headphones are open air and dynamic, give you comfortable and relaxed feeling when you enjoy the music.
Style : No Mic",29.90,,TopRockMarketing,https://c1.neweggimages.com/productimage/nb1280/AVHHS210603M9Mk7.jpg
EPOS ADAPT E1 True Wireless Bluetooth Earbuds - White,"So comfortable you will forget you're wearing them
An earbud certified for professionals
Delivers an outstanding music experience
Speak effortlessly without the feeling of blocked ears
Never pause your productivity with 50 hours battery",145.72,,NothingButSavings,https://c1.neweggimages.com/productimage/nb1280/A24GD2504140C58IF19.jpg
"TOZO T20 Wireless Earbuds Bluetooth 5.3 Dual Mic Call Noise Canceling Headphones with LED Digital Display, 48.5 Hours Playtime IPX8 Waterproof, Black","48.5 Hours Playtime & Real-Time LED Power Displays
Bluetooth 5.3 & IPX8 Waterproof
Built-in 10mm Diameter Speaker, OrigX Acoustic 2.0 sound technology
ENC with Dual Mic Call Noise Reduction
Support TOZO APP, EQ Modes",29.99,,TOZO STORE,https://c1.neweggimages.com/productimage/nb1280/B2RMS2402260M3BXP4E.jpg
